Timestamp,Event,Event Description,Event Severity,camera_server://limelight,network_table:///CameraPublisher/limelight/description,network_table:///CameraPublisher/limelight/mode,network_table:///CameraPublisher/limelight/modes,network_table:///CameraPublisher/limelight/source,network_table:///CameraPublisher/limelight/streams,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/AnalogInput[1]/Value,network_table:///LiveWindow/Ungrouped/AnalogInput[3]/Value,network_table:///LiveWindow/Ungrouped/DifferentialDrive[1]/Left Motor Speed,network_table:///LiveWindow/Ungrouped/DifferentialDrive[1]/Right Motor Speed,network_table:///LiveWindow/Ungrouped/Scheduler/Ids,network_table:///LiveWindow/Ungrouped/Scheduler/Names,network_table:///LiveWindow/Ungrouped/Talon SRX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [12]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [14]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///LiveWindow/Ungrouped/tSpeedControllerGroup[3]/Value,network_table:///Shuffleboard/RecordValues/l,network_table:///SmartDashboard/AbsoluteUnit,network_table:///SmartDashboard/Autonomous/active,network_table:///SmartDashboard/Autonomous/default,network_table:///SmartDashboard/Autonomous/options,network_table:///SmartDashboard/Ball Count,network_table:///SmartDashboard/Close,network_table:///SmartDashboard/Direct,network_table:///SmartDashboard/Distance,network_table:///SmartDashboard/Horizontal PID Output,network_table:///SmartDashboard/InnerIntake Active,network_table:///SmartDashboard/Sensor Front,network_table:///SmartDashboard/Sensor Top,network_table:///SmartDashboard/Target Area,network_table:///SmartDashboard/Valid Target,network_table:///SmartDashboard/Virtical PID Output,network_table:///SmartDashboard/Wanted Pulses,network_table:///SmartDashboard/X Offset,network_table:///SmartDashboard/Y Offset,network_table:///SmartDashboard/limelight_Interface,network_table:///SmartDashboard/limelight_PipelineName,network_table:///SmartDashboard/limelight_Stream,network_table:///SmartDashboard/skew,network_table:///limelight/camMode,network_table:///limelight/getpipe,network_table:///limelight/ledMode,network_table:///limelight/pipeline,network_table:///limelight/snapshot,network_table:///limelight/stream,network_table:///limelight/ta,network_table:///limelight/tc,network_table:///limelight/thor,network_table:///limelight/tl,network_table:///limelight/tlong,network_table:///limelight/ts,network_table:///limelight/tshort,network_table:///limelight/tv,network_table:///limelight/tvert,network_table:///limelight/tx,network_table:///limelight/ty
0,,,,"fileIndex=0, frameIndex=0, fps=0.0, bandwidth=0.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.8142089010000001,0.806884683,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.18889200255343,0.0,false,false,false,0.9899457066482151,true,0.0,0.0,9.0947265625,0.8038177490234375,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825653076171875,0.0,0.0,0.0,0.0,0.0,0.0,1.3563337326049805,"[0.46666666865348816, 0.6784313917160034, 0.658823549747467]",56.0,5.4834370613098145,55.03635025024414,-2.0825653076171875,24.474733352661133,1.0,26.0,9.0947265625,0.8038177490234375
22,,,,"fileIndex=0, frameIndex=0, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.812988198,0.8056639800000001,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.18889200255343,0.0,false,false,false,0.9899457066482151,true,0.0,0.0,9.0947265625,0.8038177490234375,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825653076171875,0.0,0.0,0.0,0.0,0.0,0.0,1.3097472190856934,"[0.4627451002597809, 0.6666666865348816, 0.6509804129600525]",56.0,5.830469131469727,55.03635025024414,-2.0825653076171875,24.474733352661133,1.0,26.0,9.0947265625,0.8038177490234375
57,,,,"fileIndex=0, frameIndex=1, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.812988198,0.8056639800000001,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.18889200255343,0.0,false,false,false,0.9899457066482151,true,0.0,0.0,9.0947265625,0.8038177490234375,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825653076171875,0.0,0.0,0.0,0.0,0.0,0.0,1.3097472190856934,"[0.4627451002597809, 0.6666666865348816, 0.6509804129600525]",56.0,5.830469131469727,55.03635025024414,-2.0825653076171875,24.474733352661133,1.0,26.0,9.0947265625,0.8038177490234375
90,,,,"fileIndex=0, frameIndex=2, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.812988198,0.8056639800000001,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.18889200255343,0.0,false,false,false,0.9899457066482151,true,0.0,0.0,9.0947265625,0.8038177490234375,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825653076171875,0.0,0.0,0.0,0.0,0.0,0.0,1.3097472190856934,"[0.4627451002597809, 0.6666666865348816, 0.6509804129600525]",56.0,5.830469131469727,55.03635025024414,-2.0825653076171875,24.474733352661133,1.0,26.0,9.0947265625,0.8038177490234375
122,,,,"fileIndex=0, frameIndex=3, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.812988198,0.806884683,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.083680477244645,0.0,false,false,false,0.9899457067980098,true,0.0,0.0,9.08746337890625,0.80352783203125,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825650691986084,0.0,0.0,0.0,0.0,0.0,0.0,1.347016453742981,"[0.4470588266849518, 0.6745098233222961, 0.6509804129600525]",56.0,5.504167079925537,55.18171310424805,-2.0825650691986084,24.474733352661133,1.0,26.0,9.08746337890625,0.80352783203125
156,,,,"fileIndex=0, frameIndex=4, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.812988198,0.806884683,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.083680477244645,0.0,false,false,false,0.9899457067980098,true,0.0,0.0,9.08746337890625,0.80352783203125,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825650691986084,0.0,0.0,0.0,0.0,0.0,0.0,1.347016453742981,"[0.4470588266849518, 0.6745098233222961, 0.6509804129600525]",56.0,5.504167079925537,55.18171310424805,-2.0825650691986084,24.474733352661133,1.0,26.0,9.08746337890625,0.80352783203125
192,,,,"fileIndex=0, frameIndex=5, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.812988198,0.806884683,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.083680477244645,0.0,false,false,false,0.9899457067980098,true,0.0,0.0,9.08746337890625,0.80352783203125,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.0825650691986084,0.0,0.0,0.0,0.0,0.0,0.0,1.347016453742981,"[0.4470588266849518, 0.6745098233222961, 0.6509804129600525]",56.0,5.504167079925537,55.18171310424805,-2.0825650691986084,24.474733352661133,1.0,26.0,9.08746337890625,0.80352783203125
222,,,,"fileIndex=0, frameIndex=6, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.8142089010000001,0.8044432770000001,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.296582721885716,0.0,false,false,false,0.9899212743447537,true,0.0,0.0,9.088134765625,0.804107666015625,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.12109637260437,0.0,0.0,0.0,0.0,0.0,0.0,1.345685362815857,"[0.4627451002597809, 0.6823529601097107, 0.6549019813537598]",56.0,5.60380220413208,54.8882942199707,-2.12109637260437,24.50172233581543,1.0,26.0,9.088134765625,0.804107666015625
256,,,,"fileIndex=0, frameIndex=7, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.8142089010000001,0.8044432770000001,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.296582721885716,0.0,false,false,false,0.9899212743447537,true,0.0,0.0,9.088134765625,0.804107666015625,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.12109637260437,0.0,0.0,0.0,0.0,0.0,0.0,1.345685362815857,"[0.4627451002597809, 0.6823529601097107, 0.6549019813537598]",56.0,5.60380220413208,54.8882942199707,-2.12109637260437,24.50172233581543,1.0,26.0,9.088134765625,0.804107666015625
290,,,,"fileIndex=0, frameIndex=8, fps=28.98, bandwidth=129906.0",limelight,320x240 MJPEG 22 fps,[320x240 MJPEG 22 fps],ip:http://10.40.9.11:5800,[mjpg:http://10.40.9.11:5800],,33.0,,false,0.0,0.0,0.0,1.0,0.8142089010000001,0.8044432770000001,0.0,-0.0,[1583503.0],[ManualDrive],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13999938964844,0.0,0.0,2108.0,"Shoot, drive",Sit And Shoot,"[Sit And Shoot, Shoot, drive]",10.0,false,false,22.296582721885716,0.0,false,false,false,0.9899212743447537,true,0.0,0.0,9.088134765625,0.804107666015625,http://10.40.9.11:5801,Pipeline_Name,http://10.40.9.11:5800,-2.12109637260437,0.0,0.0,0.0,0.0,0.0,0.0,1.345685362815857,"[0.4627451002597809, 0.6823529601097107, 0.6549019813537598]",56.0,5.60380220413208,54.8882942199707,-2.12109637260437,24.50172233581543,1.0,26.0,9.088134765625,0.804107666015625
